시도명,시군구명,읍면동명
제주특별자치도,제주시,조천읍
제주특별자치도,제주시,한경면
제주특별자치도,제주시,추자면
제주특별자치도,제주시,우도면
제주특별자치도,제주시,일도 1동
제주특별자치도,제주시,일도 2동
제주특별자치도,제주시,이도 1동
제주특별자치도,제주시,이도 2동
제주특별자치도,제주시,삼도 1동
제주특별자치도,제주시,삼도 2동
제주특별자치도,제주시,용담 1동
제주특별자치도,제주시,용담 2동
제주특별자치도,제주시,건입동
제주특별자치도,제주시,화북동
제주특별자치도,제주시,삼양동
제주특별자치도,제주시,봉개동
제주특별자치도,제주시,아라동
제주특별자치도,제주시,오라동
제주특별자치도,제주시,연동
제주특별자치도,제주시,노형동
제주특별자치도,제주시,외도동
제주특별자치도,제주시,이호동
제주특별자치도,제주시,도두동
제주특별자치도,서귀포시,대정읍
제주특별자치도,서귀포시,남원읍
제주특별자치도,서귀포시,성산읍
제주특별자치도,서귀포시,안덕면
제주특별자치도,서귀포시,표선면
제주특별자치도,서귀포시,송산동
제주특별자치도,서귀포시,정방동
제주특별자치도,서귀포시,중앙동
제주특별자치도,서귀포시,천지동
제주특별자치도,서귀포시,효돈동
제주특별자치도,서귀포시,영천동
제주특별자치도,서귀포시,동홍동
제주특별자치도,서귀포시,서홍동
제주특별자치도,서귀포시,대륜동
제주특별자치도,서귀포시,대천동
제주특별자치도,서귀포시,중문동
제주특별자치도,서귀포시,예래동
